,Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,mean,Change,Change_Pct
10,Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,23.409091342579302,23.3409101312811,23.2727267525414,23.2045455412432,23.136364329945003,23.0681809512052,22.999999739906997,22.9318185286089,22.8636373173107,22.7954539385709,22.7272727272727,22.6363637230613,22.545454718849896,22.4545457146385,22.363636710427,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.2727277062156,22.6304716534085,1.1363636363637006,0.050213873301776575
11,Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,16.7320984600966,16.7360035406063,16.7399086211161,16.7438137016258,16.7477187821356,16.751623862645303,16.755528943155,16.759434023664802,16.7633391041745,16.7672441846843,16.771149265193998,16.7399086211161,16.7086679770381,16.6774273329602,16.6461866888822,16.614946044804302,16.499616000416502,16.3842859560288,16.268955911641,16.1536258672533,16.0382958228655,16.0783879827656,16.1184801426656,16.1585723025656,16.1986644624657,16.2387566223657,16.258278059599398,16.520404380908587,0.4738204004972033,0.028680920247010574
12,Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,45.72535722935329,45.8004353496232,45.875513469892795,45.950594546576006,46.0256726668458,46.100750787115494,46.1758289073853,46.250907027655,46.32598810433821,46.401066224608,46.4761443448777,46.5076301484167,46.5391129955423,46.570598799081296,46.602081646206706,46.633567449745705,46.6553650863179,46.6782943256654,46.7000895341963,46.7218876992125,46.74764969066629,46.7751145400785,46.80088081547,46.83573548479771,46.862087450764,46.8839001438401,46.9057128369164,46.463998789081046,-1.1803556075631079,-0.025403659571386034
13,Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,10.2382926565485,10.2839564031388,10.2839560150825,10.307989565355399,10.332023115628301,10.3560566659011,10.380090216174,10.4041237664469,10.443844983811099,10.516897258847301,10.5538404187757,10.5670423176275,10.5783248521321,10.587039120039801,10.5975417846292,10.6121462884954,10.9323905945016,11.2507711662989,11.5683730833394,11.8864224283384,12.1987518806178,12.5156674971075,12.8328778254808,13.149928133301803,13.466485368455901,13.783676509869,14.0996733412023,11.286229009523963,-3.861380684653799,-0.3421320514934923
14,Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,11.253894080996899,10.899532472604498,10.5451708642122,10.190810444199,9.8364488358067,9.48208722741433,9.12772561902196,8.77336460481924,8.419002996426869,8.06464198222414,7.71028037383178,7.57788185761355,7.44548274720569,7.313084230987459,7.180685120579589,7.04828660436137,7.60903403023691,8.1697820503021,8.73052947617765,9.291277496242829,9.852024922118382,10.0311528856509,10.2102808491835,10.389407624336801,10.5685355878693,10.747663551401901,10.926791514934402,9.162772594472589,0.32710256606249644,0.035699081548724663
16,Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,51.090812344803105,50.4700248315005,49.8492373181979,49.2284498048954,48.607662291592796,47.98687477829021,47.366087264987605,46.745299751684996,46.124512238382394,45.50372472507979,44.882937211777204,44.4395175594182,43.9960979070592,43.552678254700204,43.1092586023413,42.665838949982295,42.2224192976233,41.7789996452643,41.335579992905295,40.8921603405463,40.4487406881873,40.005321035828295,39.5619013834693,39.11848173111029,38.675062078751296,38.2316424263923,37.7882227740334,43.91398315662238,13.302589570769705,0.30292377540258786
17,Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,25.025584795321603,24.8066524037144,24.587720012107102,24.3687858358461,24.149853444238897,23.930921052631604,23.7119886610243,23.493056269417,23.274122093156098,23.0551897015488,22.8362573099415,22.617690772341,22.3991224500868,22.1805559124863,21.961987590232102,21.743421052631604,21.5241228070175,21.3048245614035,21.0855263157895,20.866228070175396,20.646929824561397,20.4283632869609,20.2097949647067,19.9912284271062,19.772660104852,19.554093567251503,19.335527029651,22.180081789488916,5.690057765670602,0.2565390795072318
18,Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,11.4772989168011,11.457325224045901,11.437351531290801,11.4173769007596,11.397403208004501,11.3774295152493,11.3574558224941,11.337482129739001,11.317507499207801,11.297533806452599,11.2775601136975,11.257586420942301,11.237612728187198,11.217638097656,11.1976644049008,11.177690712145697,11.1577170193905,11.137743326635402,11.1177686961042,11.097795003348999,11.0778213105938,11.0578476178387,11.037873925083598,11.0178992945524,10.9979256017972,10.977951909042,10.9579782162869,11.217638479712887,0.5193207005142,0.04629501133000427
19,Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,30.073217029738803,30.116605340577898,30.159993651416897,30.2033797554348,30.246768066273898,30.2901563771129,30.333544687952,30.376932998791,30.4203191028089,30.463707413648,30.507095724486998,31.0060557820833,32.0349255730124,32.5512558394433,33.0617878707993,33.606406480117805,33.7678353233166,33.9324178468258,34.0907844365735,34.2649230732142,34.4233603537214,34.5817976342288,34.7402349147361,34.8986744441438,35.0571117246512,35.2155490051584,35.3739862856658,32.43699358281236,-5.300769255926998,-0.16341740310778236
20,Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,0.318840577982474,0.333333339380181,0.35211267605633795,0.36619716966655896,0.394366198862103,0.408450692472324,0.436619721667868,0.45070421527808896,0.47887324447363205,0.507042273669176,0.521126767279397,0.549295754499838,0.5633802900851601,0.583333315120803,0.5890411056884339,0.6081080919987449,0.6216216328981761,0.639999985694885,0.644736854653609,0.6710526190306011,0.6955380480523721,0.704041776979559,0.727272730369073,0.740259730970705,0.765239929248496,0.771208226614975,0.784061684289783,0.5639206908512354,-0.46522110630730895,-0.824976124931788
21,"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.44855144855138,0.0,0.0
22,Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,43.1640625,43.06640625,43.06640625,43.017578125,42.96875,42.919921875,42.87109375,42.822265625,42.7734375,42.724609375,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.7734375,0.48828125,0.01141552511415525
23,Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,38.3553539735752,38.8414513902583,38.8414518717031,39.0844996171552,39.3275497698309,39.570597515283,39.8136452607351,40.0566954134108,40.2997431588629,40.5427933115387,40.785841056990705,40.9465569383504,41.1093043204284,41.270028125462204,41.4348424171639,41.5914805502145,41.6737289767127,41.7703311745318,41.8669285593273,41.9800827858446,42.060128141941796,42.156130257872896,42.2542004075083,42.3526911922255,42.4371678885104,42.53416462721,42.6301064968239,40.94768500738787,-4.274752523248701,-0.10439546270997838
24,Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,70.8474366197668,70.1600164658457,69.4730404958764,68.7860591742933,68.0990778527098,67.4116630504029,66.7246817288198,66.0377004072363,65.350724437267,64.6633042833463,63.976328313376996,63.6014905743095,63.2262140029044,62.851381615451096,62.476105044046,62.101272656592705,61.880754055238896,61.660235453885605,61.440155684869794,61.21964243512979,60.999123833776395,60.7790440647606,60.55896429574489,60.339323359066604,60.1192435900509,59.899169172649295,59.6790894036335,63.865231187816725,11.168347216133299,0.1748736676970463
25,Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,0.0,0.0
26,Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,57.966398966122,57.7167927282378,57.4671828844734,57.217576646589094,56.967966802824705,56.7183605649405,56.46875432705621,56.2191444832918,55.9695382454075,55.7199284016431,55.4703221637589,55.2197928205483,54.9692598714576,54.718730528247,54.468197579156296,54.2176682359457,53.7515000461553,53.28533185636479,52.819163666574404,52.352995476783896,51.8868272869934,51.620049847687596,51.3532724083818,51.08649496907601,50.819717529770095,50.5529400904643,50.286162651158506,54.34481744737444,7.680236314963494,0.141324171755674
27,Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,65.4098878458604,65.1056185945677,64.8013568210152,64.4970875697225,64.19282579617,63.888556544877204,63.5842872935845,63.280025520032,62.975756268739204,62.67149075631661,62.367225243894,62.0193009449471,61.671376646000205,61.3234523470533,60.97552804810639,60.6276037491595,60.4295707537801,60.231534019530706,60.0335010241513,59.8354642899018,59.63743129452249,59.5197017518252,59.401972209127905,59.2842426664306,59.1665131237333,59.048783581036,58.9310540383387,61.66337587934904,6.478833807521696,0.10506777670100682
28,Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.651163234267099,14.65116323426709,0.0,0.0
29,Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,78.3681214421252,78.0645149708698,77.76090849961459,77.45730781917099,77.1537013479158,76.8500948766604,76.5464884054049,76.24288193414971,75.9392812537061,75.6356747824509,75.3320683111954,75.02846183994001,74.7248553686848,74.4212546882412,74.117648216986,73.81404174573049,73.47248808482559,73.13092863310891,72.7893749722042,72.4478155204875,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,74.59413873076109,6.261859582542698,0.08394573205200687
30,Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,53.65045193424089,53.86297964127439,54.0755125735851,54.2880402806183,63.9806515487595,64.2301534528111,64.47964922267589,64.729144992541,64.978389260757,65.2278911648086,65.47738693467339,65.7268827045385,65.97638460859,66.2258803784548,69.41049937285129,69.6710112643386,69.9315295608587,70.191778846009,70.4522907374966,70.7128090340167,70.9733209255041,71.23383281699171,71.494344708479,71.7548630049991,72.0153748964867,72.275624181637,72.484536714606,66.27819313935568,-18.834084780365103,-0.28416714289064576
31,Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,24.2055299701798,23.996788938846503,23.7880479075133,23.579305153027,23.370564121693803,23.1618230903605,22.9530820590272,22.744341027694002,22.535598273207697,22.3268572418744,22.1181162105412,21.9091976944489,21.7002809015095,21.4913623854172,21.2824455924779,21.073527076385602,20.8646085602933,20.6556917673539,20.4467732512616,20.2378564583223,20.028937942229998,19.848604811263698,19.6682716802975,19.487940272484302,19.307607141517998,19.1272740105518,18.9469408795855,21.513236089606167,5.258589090594299,0.24443505703611537
32,Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,36.2130405470481,36.188000241781396,36.162959936514795,36.1379164961154,36.1128761908488,36.0878358855822,36.0627955803156,36.037755275049,36.0127118346496,35.987671529383,35.96263122411629,35.9375909188497,35.9125506135831,35.88750717318371,35.86246686791711,35.8374265626505,35.8123862573839,35.78734595211721,35.7623025117179,35.7372622064512,35.7122219011846,35.687181595918005,35.6621412906514,35.637097850252,35.6120575449854,35.5870172397188,35.5619769344521,35.88750845046003,0.6510636125960048,0.018141789182571658
33,Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,38.299072635319,38.2938938044825,38.288714973646,38.2835327062927,38.278353875456204,38.273175044619705,38.2679962137832,38.2628173829467,38.2576351155934,38.252456284756896,38.2472774539204,38.2423082506095,38.2373356107818,38.2323664074708,38.2273937676431,38.2224245643321,38.2163969138429,38.210372699870604,38.2043450493814,38.198320835409,38.1922931849198,38.1871693383523,38.1820454917848,38.1769182087005,38.171794362133,38.1666705155655,38.161546668998,38.2309121244671,0.13752596632100023,0.003597245231117205
34,Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,31.9443966742274,31.971715854222804,32.04927672453881,32.105498616160304,32.1587075793966,32.213952382304,32.2656950153063,32.3218152418387,32.3767689328238,32.4311361802427,32.4878544714568,32.6187217573975,32.7991619095323,32.9299284789385,33.056198993084,33.191756233276,33.288375005254004,33.387420882183,33.4834145198211,33.549228062218,33.6436077677606,33.7487823389892,33.8605781167193,33.933504684428804,34.039780314000204,34.1458240434223,34.2517201114493,32.97240077374047,-2.3073234372219034,-0.06997741696320389
35,Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,29.117863554236497,29.2266456872113,29.3354247320655,29.4442068650401,29.5529859098945,29.661768042869,29.7713022235215,29.880840695630603,29.9903859516919,30.099935513520002,30.2094937127178,30.326644252157102,30.443802591898603,30.5609680671905,30.6781382695865,30.7960925391681,30.887972028948496,30.979854259492804,31.0709590668437,31.1620607850582,31.2531625032729,31.3493273158607,31.445489039312,31.5416538518996,31.6378155753511,31.7339803879387,31.8301452005265,30.518108097144594,-2.712281646290002,-0.08887450157972848
36,Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,0.0,0.0
37,Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,20.5276966674057,20.604491757563398,20.681288161131302,20.758083251289,20.834879654856802,20.9116747450146,20.9884698351723,21.0652662387401,21.1420613288979,21.2188577324657,21.2956528226234,21.3516014672367,21.407551425260102,21.463500069873398,21.5194500278968,21.5753986725101,21.626236838317105,21.677075004124102,21.7279144833412,21.778752649148196,21.8295908149552,22.2341474024425,22.638701363109604,23.0432579505969,23.4478119112639,23.852368498751197,24.2569250862385,21.68365577260095,-3.7292284188328004,-0.17198338038297867
38,China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,16.7380069501771,16.9495479721993,17.1610873299071,17.3726266876148,17.584167709637,17.7957260226624,18.0072864506941,18.218826259049898,18.4303660674057,18.641907540079398,18.8534674304607,19.1952569787798,19.537036167891603,19.878815788948103,20.220592445047398,20.5623721343634,20.7235630216565,20.884752266090103,21.0459417952183,21.2071299125273,21.3683194309246,21.532589608057698,21.6968597851907,21.861129962323798,22.025398475135496,22.1896686522686,22.353941805732898,19.705051283334956,-5.6159348555558,-0.28499975842769476
39,Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,32.1446540880503,32.1779861930031,32.2113213689072,32.244653473860104,32.277988649764104,32.311320754717,32.3446528596698,32.3779880355739,32.4113201405267,32.444655316430804,32.4779874213836,32.5264163227201,32.5748421531053,32.6232710544418,32.671696884827,32.7201257861635,32.7188666961478,32.7176106770833,32.7163515870676,32.7150955680031,32.7138364779874,32.7125773879717,32.7113213689072,32.7100622788915,32.708806259827,32.7075471698113,32.706288079795605,32.53256459461621,-0.5616339917453033,-0.017263747839856673
40,Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,51.4395718305092,50.9741702100654,50.508768589621496,50.043366969177704,49.577965348733905,49.1125637282901,48.6471621078462,48.1817604874024,47.7163588669586,47.250957246514794,46.785555626070995,46.320154005627096,45.854752385183296,45.389350764739504,44.923949144295705,44.4585475238518,43.993145903408006,43.5277442829642,43.0623426625204,42.5969410420765,42.1315394216327,41.666137801188896,41.2007361807451,40.735334560301204,40.2699329398574,39.8045313194136,39.3391296989698,45.38935076473948,12.100442131539403,0.2665920954511554
41,"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,70.7364195761011,70.5990576961249,70.4617027083655,70.3243408283893,70.1869858406299,70.0496239606537,69.9122620806775,69.7749070929181,69.63754521294189,69.50019022518251,69.3628283452063,69.2254664652301,69.0881114774707,68.9507495974945,68.8133946097351,68.6760327297589,68.5386708497828,68.4013158620233,68.2639539820472,68.1265989942877,67.9892371143116,67.8518752343354,67.7145202465759,67.5771583665998,67.4398033788404,67.3024414988642,67.165079618888,68.95075087383097,3.571339957213098,0.05179551943891211
42,"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,66.5475841874085,66.497803806735,66.4480234260615,66.398243045388,66.3484626647145,66.298682284041,66.2489019033675,66.199121522694,66.1493411420205,66.09956076134699,66.04978038067351,66.0,65.95021961932649,65.90043923865301,65.8506588579795,65.800878477306,65.7657393850659,65.7306002928258,65.6954612005856,65.6603221083455,65.6251830161054,65.5800867038799,65.5349903916545,65.4898997986823,65.44480348645679,65.3997071742313,65.3546108620059,65.92848539768721,1.1929733254026047,0.01809496029229961
43,Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,58.0594862550698,57.8234705948625,57.5874619761154,57.3514463159081,57.1154376971609,56.8794220369536,56.64340637674629,56.4074012787292,56.1713820977918,55.935376999774704,55.699361339567396,55.411464201216795,55.12357762505629,54.8356840074358,54.5477974312753,54.2599002929247,53.9776011153673,53.6953054585399,53.4130133224425,53.1307176656151,52.848418488057696,52.824336694456996,52.800261942316396,52.7761801487156,52.752105396575004,52.7280200822443,52.703938288643506,54.94451759739122,5.355547966426293,0.09747192623783407
44,Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,26.3299292815414,26.114990263400603,25.9000532950702,25.6851142769293,25.4701773085989,25.255238290458102,25.0402992723173,24.825362303986896,24.610423285846,24.3954863175156,24.1805472993748,23.8581408219739,23.535732294762695,23.2133258173619,22.8909172901506,22.5685108127498,22.246104335348896,21.923695808137698,21.6012893307369,21.2788808035256,20.956474326124802,20.741535307983998,20.526598339653603,20.3116593215127,20.0967223531823,19.8817833350415,19.6668443169007,23.0779939188958,6.663084964640699,0.28872028426981683
45,Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,14.3300248138958,14.9330025571156,15.5384612734205,16.1414399632153,16.746897732945303,17.3498754761651,17.9528532193849,18.5583128822648,19.161290625484604,19.7667502883646,20.369726138434398,20.4441685830393,20.5186110276442,20.593051579099104,20.667494023704,20.741934575159,20.816377019763898,20.8908194643688,20.9652600158237,21.039702460428604,21.1141430118835,21.3523580773593,21.5930512761951,21.8312663416709,22.0694795139966,22.3076926863223,22.545905858648,19.642220388362862,-8.215881044752198,-0.41827659410744317
46,Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,50.215432824128506,49.8472375866016,49.479042349074604,49.110851892993495,48.742656655466696,48.3744614179397,48.0062661804129,47.6380709428858,47.2698804868047,46.9016852492779,46.5334900117509,46.983940462201296,47.43439091265179,47.884841363102204,48.3352918135527,48.785742264003105,49.2322767103041,49.67881115660499,50.12534082146011,50.571875267761094,51.018409714061896,51.6098697840164,52.2013298539708,52.7927947053711,53.3842547753257,53.9757148452801,54.5671749152346,49.655597591194024,-4.351742091106097,-0.08763850003242815
47,Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,86.3226380924744,86.2615754484497,86.20056965740672,86.13953173329858,86.07850100797708,86.01743862542659,85.9564254118128,85.8953946864913,85.8343570639031,85.7733262372898,85.7122886288353,85.6678769993932,85.62344065003441,85.57905402318391,85.5346176691139,85.4902063553254,85.4519223937197,85.4136582994455,85.3753991331365,85.3371353498046,85.29885146357891,85.2546133046329,85.2103751221306,85.1661592379638,85.1219210507502,85.0776832357253,85.0334450767793,85.62327429474382,1.2891930156951048,0.015056572249938413
48,Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,19.1620111731844,19.5130349271125,19.8640586810405,20.215084708158802,20.5661084620869,20.9171322160149,21.268155969943,21.619179723871003,21.970205750989297,22.321229504917397,22.6722532588454,23.160148066515397,23.872544871022896,24.3627814959763,24.852928274187104,25.338218714768896,25.782204265714604,26.2213453588876,26.662908680946998,27.104472003006396,27.546035325065798,27.938576983837105,28.550759891079103,29.675686517253197,30.2480282863271,30.763314747164003,31.278601208000897,24.572111446885835,-12.116590034816497,-0.49310333224750624
50,Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937894,52.916665871937916,0.0,0.0
51,Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,17.4361472522026,17.5497839461157,17.6634206400289,17.777055682558,17.8906923764712,18.004329070384397,18.117965764297498,18.2316024582107,18.345237500739803,18.458874194653,18.5725108885662,18.5995671656225,18.6266234426788,18.652598063151103,18.6796543402074,18.7067106172636,18.7067106172636,18.7067106172636,18.7067106172636,18.7056273092956,18.7056273092956,18.7023806881595,18.6991340670235,18.6969691024714,18.6937224813354,18.6904758601993,18.687229239063303,18.407928567103177,-1.2510819868607044,-0.0679643003991505
